5.2000e-06 5.2000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.2000e-06 5.2000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0677e-06 5.2000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
6.0677e-06 5.4066e-06 3.1909e-01 3.2399e-01 3.2502e-01 3.2434e-01 3.2522e-01 3.2468e-01 0.0000e+00 0.0000e+00
6.0677e-06 5.5605e-06 5.3485e-01 5.4041e-01 5.4164e-01 5.4083e-01 5.4187e-01 5.4123e-01 0.0000e+00 0.0000e+00
6.0677e-06 5.6743e-06 6.7902e-01 6.8391e-01 6.8502e-01 6.8427e-01 6.8522e-01 6.8464e-01 0.0000e+00 0.0000e+00
6.0677e-06 5.7635e-06 7.8021e-01 7.8406e-01 7.8496e-01 7.8435e-01 7.8512e-01 7.8465e-01 0.0000e+00 0.0000e+00
6.0677e-06 5.8267e-06 8.4491e-01 8.4788e-01 8.4859e-01 8.4811e-01 8.4871e-01 8.4834e-01 0.0000e+00 0.0000e+00
6.0677e-06 5.8814e-06 8.9470e-01 8.9685e-01 8.9737e-01 8.9702e-01 8.9746e-01 8.9719e-01 0.0000e+00 0.0000e+00
6.0677e-06 5.9275e-06 9.3134e-01 9.3280e-01 9.3316e-01 9.3292e-01 9.3323e-01 9.3303e-01 0.0000e+00 0.0000e+00
6.0677e-06 5.9553e-06 9.5125e-01 9.5231e-01 9.5258e-01 9.5240e-01 9.5263e-01 9.5249e-01 0.0000e+00 0.0000e+00
6.0677e-06 5.9832e-06 9.6868e-01 9.6938e-01 9.6956e-01 9.6944e-01 9.6959e-01 9.6949e-01 0.0000e+00 0.0000e+00
6.0677e-06 6.0018e-06 9.7901e-01 9.7949e-01 9.7961e-01 9.7953e-01 9.7963e-01 9.7957e-01 0.0000e+00 0.0000e+00
6.0677e-06 6.0206e-06 9.8781e-01 9.8809e-01 9.8816e-01 9.8811e-01 9.8817e-01 9.8813e-01 0.0000e+00 0.0000e+00
6.0677e-06 6.0300e-06 9.9176e-01 9.9195e-01 9.9200e-01 9.9196e-01 9.9201e-01 9.9198e-01 0.0000e+00 0.0000e+00
6.0677e-06 6.0394e-06 9.9519e-01 9.9530e-01 9.9533e-01 9.9531e-01 9.9534e-01 9.9532e-01 0.0000e+00 0.0000e+00
6.0677e-06 6.0488e-06 9.9800e-01 9.9805e-01 9.9806e-01 9.9805e-01 9.9807e-01 9.9806e-01 0.0000e+00 0.0000e+00
6.0677e-06 6.0582e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
6.0677e-06 6.0677e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
7.0802e-06 5.2000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
7.0802e-06 5.7995e-06 4.0573e-01 4.1071e-01 4.1277e-01 4.1134e-01 4.1303e-01 4.1190e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.1343e-06 6.1323e-01 6.1744e-01 6.1958e-01 6.1808e-01 6.1983e-01 6.1865e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.3681e-06 7.4392e-01 7.4678e-01 7.4857e-01 7.4730e-01 7.4876e-01 7.4778e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.5289e-06 8.2487e-01 8.2672e-01 8.2813e-01 8.2712e-01 8.2827e-01 8.2749e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.6522e-06 8.8042e-01 8.8158e-01 8.8263e-01 8.8187e-01 8.8273e-01 8.8215e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.7567e-06 9.2188e-01 9.2254e-01 9.2328e-01 9.2275e-01 9.2335e-01 9.2294e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.8415e-06 9.5103e-01 9.5139e-01 9.5188e-01 9.5152e-01 9.5192e-01 9.5165e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.9058e-06 9.7005e-01 9.7024e-01 9.7055e-01 9.7032e-01 9.7057e-01 9.7040e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.9490e-06 9.8117e-01 9.8128e-01 9.8148e-01 9.8133e-01 9.8149e-01 9.8138e-01 0.0000e+00 0.0000e+00
7.0802e-06 6.9924e-06 9.9036e-01 9.9041e-01 9.9051e-01 9.9044e-01 9.9052e-01 9.9046e-01 0.0000e+00 0.0000e+00
7.0802e-06 7.0143e-06 9.9437e-01 9.9439e-01 9.9446e-01 9.9441e-01 9.9446e-01 9.9443e-01 0.0000e+00 0.0000e+00
7.0802e-06 7.0362e-06 9.9766e-01 9.9767e-01 9.9770e-01 9.9768e-01 9.9770e-01 9.9768e-01 0.0000e+00 0.0000e+00
7.0802e-06 7.0581e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
7.0802e-06 7.0802e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
8.2616e-06 5.2000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.2616e-06 6.5086e-06 5.2527e-01 5.2339e-01 5.2604e-01 5.2409e-01 5.2612e-01 5.2461e-01 0.0000e+00 0.0000e+00
8.2616e-06 7.0143e-06 7.0869e-01 7.0510e-01 7.0752e-01 7.0571e-01 7.0755e-01 7.0617e-01 0.0000e+00 0.0000e+00
8.2616e-06 7.3158e-06 8.0684e-01 8.0284e-01 8.0478e-01 8.0330e-01 8.0479e-01 8.0367e-01 0.0000e+00 0.0000e+00
8.2616e-06 7.5240e-06 8.6761e-01 8.6385e-01 8.6535e-01 8.6419e-01 8.6534e-01 8.6447e-01 0.0000e+00 0.0000e+00
8.2616e-06 7.7019e-06 9.1330e-01 9.1018e-01 9.1125e-01 9.1041e-01 9.1124e-01 9.1061e-01 0.0000e+00 0.0000e+00
8.2616e-06 7.8474e-06 9.4559e-01 9.4325e-01 9.4397e-01 9.4340e-01 9.4395e-01 9.4353e-01 0.0000e+00 0.0000e+00
8.2616e-06 7.9582e-06 9.6669e-01 9.6507e-01 9.6554e-01 9.6517e-01 9.6552e-01 9.6525e-01 0.0000e+00 0.0000e+00
8.2616e-06 8.0330e-06 9.7906e-01 9.7795e-01 9.7825e-01 9.7801e-01 9.7824e-01 9.7806e-01 0.0000e+00 0.0000e+00
8.2616e-06 8.1085e-06 9.8928e-01 9.8867e-01 9.8883e-01 9.8870e-01 9.8882e-01 9.8873e-01 0.0000e+00 0.0000e+00
8.2616e-06 8.1465e-06 9.9374e-01 9.9336e-01 9.9346e-01 9.9338e-01 9.9345e-01 9.9340e-01 0.0000e+00 0.0000e+00
8.2616e-06 8.1847e-06 9.9740e-01 9.9724e-01 9.9728e-01 9.9724e-01 9.9727e-01 9.9725e-01 0.0000e+00 0.0000e+00
8.2616e-06 8.2231e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
8.2616e-06 8.2616e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
9.6402e-06 5.2000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.6402e-06 6.2306e-06 3.0186e-01 2.9042e-01 2.9502e-01 2.9179e-01 2.9510e-01 2.9250e-01 0.0000e+00 0.0000e+00
9.6402e-06 7.6065e-06 6.8323e-01 6.4437e-01 6.4854e-01 6.4541e-01 6.4837e-01 6.4595e-01 0.0000e+00 0.0000e+00
9.6402e-06 8.1465e-06 8.1666e-01 7.7040e-01 7.7366e-01 7.7113e-01 7.7345e-01 7.7153e-01 0.0000e+00 0.0000e+00
9.6402e-06 8.4571e-06 8.8563e-01 8.3692e-01 8.3948e-01 8.3745e-01 8.3927e-01 8.3774e-01 0.0000e+00 0.0000e+00
9.6402e-06 8.7249e-06 9.3796e-01 8.8867e-01 8.9056e-01 8.8902e-01 8.9037e-01 8.8923e-01 0.0000e+00 0.0000e+00
9.6402e-06 8.9452e-06 9.7529e-01 9.2652e-01 9.2784e-01 9.2675e-01 9.2769e-01 9.2689e-01 0.0000e+00 0.0000e+00
9.6402e-06 9.1141e-06 1.0000e+00 9.5214e-01 9.5303e-01 9.5229e-01 9.5292e-01 9.5238e-01 0.0000e+00 0.0000e+00
9.6402e-06 9.1711e-06 1.0000e+00 9.6035e-01 9.6110e-01 9.6047e-01 9.6100e-01 9.6054e-01 0.0000e+00 0.0000e+00
9.6402e-06 9.2862e-06 1.0000e+00 9.7488e-01 9.7537e-01 9.7495e-01 9.7530e-01 9.7500e-01 0.0000e+00 0.0000e+00
9.6402e-06 9.4027e-06 1.0000e+00 9.8705e-01 9.8731e-01 9.8709e-01 9.8727e-01 9.8711e-01 0.0000e+00 0.0000e+00
9.6402e-06 9.4615e-06 1.0000e+00 9.9241e-01 9.9256e-01 9.9243e-01 9.9253e-01 9.9244e-01 0.0000e+00 0.0000e+00
9.6402e-06 9.5207e-06 1.0000e+00 9.9683e-01 9.9690e-01 9.9684e-01 9.9689e-01 9.9684e-01 0.0000e+00 0.0000e+00
9.6402e-06 9.5802e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
9.6402e-06 9.6402e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00
1.1249e-05 5.2000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1249e-05 5.8906e-06 1.5196e-01 1.3526e-01 1.3917e-01 1.3655e-01 1.3922e-01 1.3702e-01 0.0000e+00 0.0000e+00
1.1249e-05 7.0471e-06 4.3253e-01 3.6822e-01 3.7542e-01 3.7042e-01 3.7519e-01 3.7112e-01 0.0000e+00 0.0000e+00
1.1249e-05 8.8343e-06 8.3361e-01 6.9758e-01 7.0265e-01 6.9872e-01 7.0206e-01 6.9905e-01 0.0000e+00 0.0000e+00
1.1249e-05 9.3297e-06 9.3351e-01 7.8266e-01 7.8675e-01 7.8344e-01 7.8615e-01 7.8366e-01 0.0000e+00 0.0000e+00
1.1249e-05 9.7005e-06 1.0000e+00 8.4166e-01 8.4488e-01 8.4218e-01 8.4432e-01 8.4232e-01 0.0000e+00 0.0000e+00
1.1249e-05 1.0008e-05 1.0000e+00 8.8651e-01 8.8895e-01 8.8683e-01 8.8846e-01 8.8691e-01 0.0000e+00 0.0000e+00
1.1249e-05 1.0325e-05 1.0000e+00 9.2740e-01 9.2903e-01 9.2756e-01 9.2866e-01 9.2760e-01 0.0000e+00 0.0000e+00
1.1249e-05 1.0569e-05 1.0000e+00 9.5490e-01 9.5595e-01 9.5498e-01 9.5569e-01 9.5500e-01 0.0000e+00 0.0000e+00
1.1249e-05 1.0735e-05 1.0000e+00 9.7135e-01 9.7203e-01 9.7138e-01 9.7185e-01 9.7139e-01 0.0000e+00 0.0000e+00
1.1249e-05 1.0903e-05 1.0000e+00 9.8519e-01 9.8555e-01 9.8520e-01 9.8545e-01 9.8520e-01 0.0000e+00 0.0000e+00
