8.0000e-06 8.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.0000e-06 8.0000e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 8.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 8.3117e-06 3.3854e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 8.5220e-06 5.4404e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 8.6864e-06 6.8749e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 8.8151e-06 7.8713e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 8.9062e-06 8.5038e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 8.9851e-06 8.9872e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.0381e-06 9.2789e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.0914e-06 9.5341e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.1316e-06 9.7012e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.1585e-06 9.8000e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.1854e-06 9.8840e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.1990e-06 9.9216e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.2125e-06 9.9543e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.2260e-06 9.9810e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.2396e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
9.2532e-06 9.2532e-06 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 8.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 8.9193e-06 4.4264e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 9.3489e-06 6.2856e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 9.6562e-06 7.4732e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 9.8860e-06 8.2638e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 1.0062e-05 8.8018e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 1.0211e-05 9.2015e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 1.0332e-05 9.4830e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0703e-05 1.0423e-05 9.6680e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
