1.1000e-06 1.1000e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.1000e-06 1.1000e-06 1.0000e+00 0.0000e+00 0.0000e+00
1.3249e-06 1.1000e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.3249e-06 1.1594e-06 3.5361e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.1993e-06 5.6652e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.2290e-06 7.0785e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.2499e-06 7.9746e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.2665e-06 8.6064e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.2784e-06 9.0167e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.2881e-06 9.3133e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.2978e-06 9.5714e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.3051e-06 9.7386e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.3100e-06 9.8361e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.3150e-06 9.9162e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.3174e-06 9.9511e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.3199e-06 9.9797e-01 0.0000e+00 0.0000e+00
1.3249e-06 1.3224e-06 1.0000e+00 0.0000e+00 0.0000e+00
1.3249e-06 1.3249e-06 1.0000e+00 0.0000e+00 0.0000e+00
1.5958e-06 1.1000e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.5958e-06 1.2929e-06 4.8529e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.3782e-06 6.7759e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.4310e-06 7.8461e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.4691e-06 8.5400e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.4970e-06 8.9952e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.5197e-06 9.3246e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.5369e-06 9.5469e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.5543e-06 9.7375e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.5661e-06 9.8468e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.5720e-06 9.8961e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.5779e-06 9.9392e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.5838e-06 9.9747e-01 0.0000e+00 0.0000e+00
1.5958e-06 1.5898e-06 1.0000e+00 0.0000e+00 0.0000e+00
1.5958e-06 1.5958e-06 1.0000e+00 0.0000e+00 0.0000e+00
1.9220e-06 1.1000e-06 0.0000e+00 0.0000e+00 0.0000e+00
1.9220e-06 1.5602e-06 6.5519e-01 0.0000e+00 0.0000e+00
1.9220e-06 1.6600e-06 7.8293e-01 0.0000e+00 0.0000e+00
1.9220e-06 1.7268e-06 8.5937e-01 0.0000e+00 0.0000e+00
1.9220e-06 1.7762e-06 9.0943e-01 0.0000e+00 0.0000e+00
1.9220e-06 1.8167e-06 9.4505e-01 0.0000e+00 0.0000e+00
1.9220e-06 1.8476e-06 9.6829e-01 0.0000e+00 0.0000e+00
1.9220e-06 1.8686e-06 9.8174e-01 0.0000e+00 0.0000e+00
1.9220e-06 1.8898e-06 9.9241e-01 0.0000e+00 0.0000e+00
1.9220e-06 1.9005e-06 9.9683e-01 0.0000e+00 0.0000e+00
