1.0000e-06 1.0000e-06 0.0000e+00 0.0000e+00
1.0000e-06 1.0000e-06 1.0000e+00 0.0000e+00
1.2068e-06 1.0000e-06 0.0000e+00 0.0000e+00
1.2068e-06 1.0019e-06 1.3713e-02 0.0000e+00
1.2068e-06 1.0546e-06 3.5498e-01 0.0000e+00
1.2068e-06 1.0913e-06 5.6750e-01 0.0000e+00
1.2068e-06 1.1185e-06 7.0839e-01 0.0000e+00
1.2068e-06 1.1378e-06 7.9764e-01 0.0000e+00
1.2068e-06 1.1530e-06 8.6051e-01 0.0000e+00
1.2068e-06 1.1640e-06 9.0133e-01 0.0000e+00
1.2068e-06 1.1729e-06 9.3083e-01 0.0000e+00
1.2068e-06 1.1796e-06 9.5086e-01 0.0000e+00
1.2068e-06 1.1863e-06 9.6842e-01 0.0000e+00
1.2068e-06 1.1909e-06 9.7883e-01 0.0000e+00
1.2068e-06 1.1954e-06 9.8770e-01 0.0000e+00
1.2068e-06 1.1977e-06 9.9168e-01 0.0000e+00
1.2068e-06 1.1999e-06 9.9514e-01 0.0000e+00
1.2068e-06 1.2022e-06 9.9798e-01 0.0000e+00
1.2068e-06 1.2045e-06 1.0000e+00 0.0000e+00
1.2068e-06 1.2068e-06 1.0000e+00 0.0000e+00
1.4563e-06 1.0000e-06 0.0000e+00 0.0000e+00
1.4563e-06 1.0038e-06 1.1677e-02 0.0000e+00
1.4563e-06 1.1729e-06 4.7661e-01 0.0000e+00
1.4563e-06 1.2511e-06 6.6929e-01 0.0000e+00
1.4563e-06 1.3045e-06 7.8623e-01 0.0000e+00
1.4563e-06 1.3396e-06 8.5520e-01 0.0000e+00
1.4563e-06 1.3653e-06 9.0039e-01 0.0000e+00
1.4563e-06 1.3862e-06 9.3307e-01 0.0000e+00
1.4563e-06 1.4021e-06 9.5512e-01 0.0000e+00
1.4563e-06 1.4181e-06 9.7400e-01 0.0000e+00
1.4563e-06 1.4290e-06 9.8483e-01 0.0000e+00
1.4563e-06 1.4344e-06 9.8972e-01 0.0000e+00
1.4563e-06 1.4399e-06 9.9399e-01 0.0000e+00
1.4563e-06 1.4453e-06 9.9750e-01 0.0000e+00
1.4563e-06 1.4508e-06 1.0000e+00 0.0000e+00
1.4563e-06 1.4563e-06 1.0000e+00 0.0000e+00
