1.0000e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0000e-06 1.0000e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.0019e-06 1.4132e-02 1.4030e-02 1.3533e-02 1.3490e-02 1.3616e-02 1.3504e-02 1.3564e-02 1.3457e-02 1.3583e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.0486e-06 3.2633e-01 3.2394e-01 3.1753e-01 3.1704e-01 3.1862e-01 3.1723e-01 3.1797e-01 3.1665e-01 3.1821e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.0830e-06 5.3238e-01 5.2895e-01 5.2121e-01 5.2065e-01 5.2253e-01 5.2088e-01 5.2176e-01 5.2019e-01 5.2204e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1080e-06 6.6688e-01 6.6325e-01 6.5592e-01 6.5540e-01 6.5717e-01 6.5563e-01 6.5646e-01 6.5498e-01 6.5671e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1292e-06 7.6868e-01 7.6536e-01 7.5919e-01 7.5877e-01 7.6025e-01 7.5897e-01 7.5965e-01 7.5842e-01 7.5987e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1443e-06 8.3378e-01 8.3093e-01 8.2590e-01 8.2556e-01 8.2676e-01 8.2572e-01 8.2628e-01 8.2528e-01 8.2645e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1574e-06 8.8403e-01 8.8174e-01 8.7788e-01 8.7762e-01 8.7854e-01 8.7775e-01 8.7817e-01 8.7741e-01 8.7830e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1685e-06 9.2133e-01 9.1960e-01 9.1677e-01 9.1659e-01 9.1725e-01 9.1667e-01 9.1698e-01 9.1643e-01 9.1708e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1774e-06 9.4769e-01 9.4644e-01 9.4445e-01 9.4432e-01 9.4479e-01 9.4438e-01 9.4460e-01 9.4421e-01 9.4467e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1841e-06 9.6516e-01 9.6428e-01 9.6289e-01 9.6281e-01 9.6313e-01 9.6285e-01 9.6300e-01 9.6273e-01 9.6305e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1886e-06 9.7564e-01 9.7499e-01 9.7399e-01 9.7393e-01 9.7416e-01 9.7396e-01 9.7407e-01 9.7388e-01 9.7411e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1931e-06 9.8475e-01 9.8433e-01 9.8368e-01 9.8365e-01 9.8379e-01 9.8367e-01 9.8373e-01 9.8361e-01 9.8376e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1977e-06 9.9222e-01 9.9200e-01 9.9166e-01 9.9164e-01 9.9172e-01 9.9165e-01 9.9169e-01 9.9162e-01 9.9170e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.1999e-06 9.9546e-01 9.9533e-01 9.9513e-01 9.9512e-01 9.9517e-01 9.9513e-01 9.9515e-01 9.9511e-01 9.9516e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.2022e-06 9.9812e-01 9.9806e-01 9.9798e-01 9.9797e-01 9.9799e-01 9.9798e-01 9.9799e-01 9.9797e-01 9.9799e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.2045e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.2068e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.0038e-06 1.2626e-02 1.2251e-02 1.1268e-02 1.1200e-02 1.1419e-02 1.1222e-02 1.1325e-02 1.1137e-02 1.1355e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.1292e-06 3.8615e-01 3.7595e-01 3.6091e-01 3.6024e-01 3.6330e-01 3.6062e-01 3.6203e-01 3.5949e-01 3.6245e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.1999e-06 5.7522e-01 5.6245e-01 5.4512e-01 5.4444e-01 5.4789e-01 5.4489e-01 5.4647e-01 5.4363e-01 5.4695e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.2511e-06 6.9785e-01 6.8520e-01 6.6890e-01 6.6833e-01 6.7152e-01 6.6875e-01 6.7021e-01 6.6760e-01 6.7065e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.2897e-06 7.8092e-01 7.6952e-01 7.5533e-01 7.5487e-01 7.5761e-01 7.5525e-01 7.5650e-01 7.5426e-01 7.5688e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.3245e-06 8.4709e-01 8.3767e-01 8.2624e-01 8.2590e-01 8.2809e-01 8.2621e-01 8.2720e-01 8.2543e-01 8.2750e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.3498e-06 8.9029e-01 8.8268e-01 8.7362e-01 8.7337e-01 8.7509e-01 8.7362e-01 8.7439e-01 8.7300e-01 8.7463e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.3705e-06 9.2167e-01 9.1571e-01 9.0873e-01 9.0854e-01 9.0986e-01 9.0873e-01 9.0933e-01 9.0826e-01 9.0951e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.3862e-06 9.4312e-01 9.3848e-01 9.3309e-01 9.3296e-01 9.3397e-01 9.3310e-01 9.3356e-01 9.3275e-01 9.3370e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.4021e-06 9.6210e-01 9.5879e-01 9.5500e-01 9.5491e-01 9.5562e-01 9.5501e-01 9.5533e-01 9.5476e-01 9.5543e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.4128e-06 9.7349e-01 9.7106e-01 9.6831e-01 9.6824e-01 9.6876e-01 9.6832e-01 9.6855e-01 9.6814e-01 9.6862e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.4235e-06 9.8341e-01 9.8181e-01 9.8002e-01 9.7998e-01 9.8031e-01 9.8003e-01 9.8018e-01 9.7991e-01 9.8023e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.4344e-06 9.9153e-01 9.9069e-01 9.8975e-01 9.8973e-01 9.8990e-01 9.8975e-01 9.8983e-01 9.8969e-01 9.8985e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.4399e-06 9.9506e-01 9.9456e-01 9.9400e-01 9.9399e-01 9.9409e-01 9.9400e-01 9.9405e-01 9.9397e-01 9.9407e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.4453e-06 9.9795e-01 9.9774e-01 9.9750e-01 9.9750e-01 9.9754e-01 9.9750e-01 9.9752e-01 9.9749e-01 9.9753e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.4508e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.4563e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.0057e-06 1.2392e-02 1.0686e-02 9.2493e-03 9.1725e-03 9.4528e-03 9.1947e-03 9.3255e-03 9.0838e-03 9.3616e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.2559e-06 4.9887e-01 4.3647e-01 4.1054e-01 4.1011e-01 4.1434e-01 4.1067e-01 4.1255e-01 4.0914e-01 4.1310e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.3524e-06 6.6674e-01 5.8823e-01 5.5922e-01 5.5886e-01 5.6348e-01 5.5951e-01 5.6156e-01 5.5786e-01 5.6215e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.4235e-06 7.7708e-01 6.9139e-01 6.6347e-01 6.6321e-01 6.6758e-01 6.6385e-01 6.6578e-01 6.6231e-01 6.6634e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.4814e-06 8.5693e-01 7.6850e-01 7.4351e-01 7.4334e-01 7.4719e-01 7.4393e-01 7.4562e-01 7.4258e-01 7.4611e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.5330e-06 9.1939e-01 8.3077e-01 8.0979e-01 8.0969e-01 8.1288e-01 8.1019e-01 8.1159e-01 8.0909e-01 8.1200e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.5772e-06 9.6633e-01 8.7896e-01 8.6224e-01 8.6219e-01 8.6470e-01 8.6259e-01 8.6369e-01 8.6172e-01 8.6401e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.6136e-06 1.0000e+00 9.1439e-01 9.0154e-01 9.0151e-01 9.0343e-01 9.0183e-01 9.0266e-01 9.0117e-01 9.0291e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.6321e-06 1.0000e+00 9.3122e-01 9.2040e-01 9.2038e-01 9.2199e-01 9.2065e-01 9.2135e-01 9.2010e-01 9.2156e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.6602e-06 1.0000e+00 9.5381e-01 9.4609e-01 9.4609e-01 9.4723e-01 9.4628e-01 9.4677e-01 9.4589e-01 9.4692e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
