5.2000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
5.6127e-06 8.3527e-17 9.6163e-18 8.0534e-17 1.6318e-17 2.3981e-18 4.1734e-19 0.0000e+00 0.0000e+00
6.0582e-06 2.3125e-16 2.6745e-17 2.2415e-16 4.5545e-17 6.6983e-18 1.1686e-18 0.0000e+00 0.0000e+00
6.5391e-06 4.1390e-16 4.8374e-17 4.0566e-16 8.2654e-17 1.2165e-17 2.1276e-18 0.0000e+00 0.0000e+00
7.0581e-06 6.1887e-16 7.3421e-17 6.1595e-16 1.2584e-16 1.8536e-17 3.2500e-18 0.0000e+00 0.0000e+00
7.6184e-06 8.3827e-16 1.0129e-16 8.4995e-16 1.7412e-16 2.5664e-17 4.5116e-18 0.0000e+00 0.0000e+00
8.2231e-06 1.0669e-15 1.3162e-16 1.1045e-15 2.2685e-16 3.3459e-17 5.8974e-18 0.0000e+00 0.0000e+00
8.8758e-06 1.2934e-15 1.6419e-16 1.3775e-15 2.8363e-16 4.1861e-17 7.3980e-18 0.0000e+00 0.0000e+00
9.5802e-06 1.4777e-15 1.9887e-16 1.6676e-15 3.4420e-16 5.0832e-17 9.0075e-18 0.0000e+00 0.0000e+00
1.0341e-05 1.6449e-15 2.3559e-16 1.9741e-15 4.0839e-16 6.0346e-17 1.0722e-17 0.0000e+00 0.0000e+00
1.1161e-05 1.8033e-15 2.7436e-16 2.2966e-15 4.7612e-16 7.0389e-17 1.2541e-17 0.0000e+00 0.0000e+00
1.2047e-05 1.9563e-15 3.1521e-16 2.6350e-15 5.4736e-16 8.0956e-17 1.4463e-17 0.0000e+00 0.0000e+00
1.3004e-05 2.1208e-15 3.5818e-16 2.9895e-15 6.2213e-16 9.2046e-17 1.6488e-17 0.0000e+00 0.0000e+00
1.4036e-05 2.2942e-15 4.0331e-16 3.3605e-15 7.0048e-16 1.0366e-16 1.8620e-17 0.0000e+00 0.0000e+00
1.5150e-05 2.5155e-15 4.5060e-16 3.7488e-15 7.8253e-16 1.1582e-16 2.0858e-17 0.0000e+00 0.0000e+00
1.6352e-05 2.8410e-15 4.9993e-16 4.1549e-15 8.6839e-16 1.2853e-16 2.3207e-17 0.0000e+00 0.0000e+00
1.7650e-05 3.5421e-15 5.5107e-16 4.5798e-15 9.5825e-16 1.4180e-16 2.5670e-17 0.0000e+00 0.0000e+00
1.9051e-05 4.4588e-15 6.0375e-16 5.0242e-15 1.0523e-15 1.5566e-16 2.8250e-17 0.0000e+00 0.0000e+00
2.0563e-05 5.0226e-15 6.4756e-16 5.4885e-15 1.1508e-15 1.7013e-16 3.0950e-17 0.0000e+00 0.0000e+00
2.2196e-05 5.3810e-15 6.8772e-16 5.9728e-15 1.2541e-15 1.8523e-16 3.3777e-17 0.0000e+00 0.0000e+00
2.3957e-05 5.6047e-15 7.2597e-16 6.4761e-15 1.3625e-15 2.0100e-16 3.6733e-17 0.0000e+00 0.0000e+00
2.5859e-05 5.7214e-15 7.6409e-16 6.9827e-15 1.4763e-15 2.1747e-16 3.9824e-17 0.0000e+00 0.0000e+00
2.7911e-05 5.7581e-15 8.0641e-16 7.4013e-15 1.5960e-15 2.3466e-16 4.3056e-17 0.0000e+00 0.0000e+00
3.0127e-05 5.7342e-15 8.5308e-16 7.7791e-15 1.7220e-15 2.5263e-16 4.6435e-17 0.0000e+00 0.0000e+00
3.2518e-05 5.6699e-15 9.0332e-16 8.1638e-15 1.8547e-15 2.7142e-16 4.9967e-17 0.0000e+00 0.0000e+00
3.5099e-05 5.5689e-15 9.6226e-16 8.5577e-15 1.9941e-15 2.9108e-16 5.3660e-17 0.0000e+00 0.0000e+00
