1.1000e-06 0.0000e+00 0.0000e+00 0.0000e+00 
1.2061e-06 8.5586e-17 0.0000e+00 0.0000e+00
1.3224e-06 2.4162e-16 0.0000e+00 0.0000e+00
1.4499e-06 4.4397e-16 0.0000e+00 0.0000e+00
1.5898e-06 6.8510e-16 0.0000e+00 0.0000e+00
1.7431e-06 9.6166e-16 0.0000e+00 0.0000e+00
1.9112e-06 1.2723e-15 0.0000e+00 0.0000e+00
2.0955e-06 1.6168e-15 0.0000e+00 0.0000e+00
2.2976e-06 1.9959e-15 0.0000e+00 0.0000e+00
2.5192e-06 2.4109e-15 0.0000e+00 0.0000e+00
2.7622e-06 2.8637e-15 0.0000e+00 0.0000e+00
3.0286e-06 3.3563e-15 0.0000e+00 0.0000e+00
3.3207e-06 3.8916e-15 0.0000e+00 0.0000e+00
3.6409e-06 4.4723e-15 0.0000e+00 0.0000e+00
3.9920e-06 5.1017e-15 0.0000e+00 0.0000e+00
4.3771e-06 5.7833e-15 0.0000e+00 0.0000e+00
4.7992e-06 6.5210e-15 0.0000e+00 0.0000e+00
5.2620e-06 7.3191e-15 0.0000e+00 0.0000e+00
5.7695e-06 8.1821e-15 0.0000e+00 0.0000e+00
6.3259e-06 9.1150e-15 0.0000e+00 0.0000e+00
6.9360e-06 1.0123e-14 0.0000e+00 0.0000e+00
7.6050e-06 1.1214e-14 0.0000e+00 0.0000e+00
8.3384e-06 1.2394e-14 0.0000e+00 0.0000e+00
9.1426e-06 1.3671e-14 0.0000e+00 0.0000e+00
1.0024e-05 1.5057e-14 0.0000e+00 0.0000e+00
1.0991e-05 1.6560e-14 0.0000e+00 0.0000e+00
1.2051e-05 1.8190e-14 0.0000e+00 0.0000e+00
1.3213e-05 1.9949e-14 0.0000e+00 0.0000e+00
1.4488e-05 2.1818e-14 0.0000e+00 0.0000e+00
1.5885e-05 2.3774e-14 0.0000e+00 0.0000e+00
1.7417e-05 2.5680e-14 0.0000e+00 0.0000e+00
1.9097e-05 2.7107e-14 0.0000e+00 0.0000e+00
2.0938e-05 2.8422e-14 0.0000e+00 0.0000e+00
2.2958e-05 2.9807e-14 0.0000e+00 0.0000e+00
2.5172e-05 3.1414e-14 0.0000e+00 0.0000e+00
2.7599e-05 3.3216e-14 0.0000e+00 0.0000e+00
3.0261e-05 3.5636e-14 0.0000e+00 0.0000e+00
3.3180e-05 3.9061e-14 0.0000e+00 0.0000e+00
3.6380e-05 4.3489e-14 0.0000e+00 0.0000e+00
