1.0000e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0000e-06 1.0000e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00
1.2068e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.2068e-06 1.0019e-06 1.4087e-02 1.3608e-02 1.3756e-02 1.3810e-02 0.0000e+00
1.2068e-06 1.0486e-06 3.2480e-01 3.1868e-01 3.2056e-01 3.2124e-01 0.0000e+00
1.2068e-06 1.0830e-06 5.3015e-01 5.2278e-01 5.2504e-01 5.2585e-01 0.0000e+00
1.2068e-06 1.1101e-06 6.7448e-01 6.6765e-01 6.6974e-01 6.7049e-01 0.0000e+00
1.2068e-06 1.1314e-06 7.7550e-01 7.6984e-01 7.7157e-01 7.7219e-01 0.0000e+00
1.2068e-06 1.1465e-06 8.4010e-01 8.3556e-01 8.3695e-01 8.3744e-01 0.0000e+00
1.2068e-06 1.1596e-06 8.8991e-01 8.8648e-01 8.8752e-01 8.8790e-01 0.0000e+00
1.2068e-06 1.1707e-06 9.2674e-01 9.2429e-01 9.2504e-01 9.2530e-01 0.0000e+00
1.2068e-06 1.1796e-06 9.5260e-01 9.5093e-01 9.5144e-01 9.5162e-01 0.0000e+00
1.2068e-06 1.1863e-06 9.6957e-01 9.6846e-01 9.6880e-01 9.6892e-01 0.0000e+00
1.2068e-06 1.1909e-06 9.7962e-01 9.7885e-01 9.7909e-01 9.7917e-01 0.0000e+00
1.2068e-06 1.1954e-06 9.8817e-01 9.8771e-01 9.8785e-01 9.8790e-01 0.0000e+00
1.2068e-06 1.1977e-06 9.9200e-01 9.9169e-01 9.9178e-01 9.9182e-01 0.0000e+00
1.2068e-06 1.1999e-06 9.9533e-01 9.9515e-01 9.9521e-01 9.9523e-01 0.0000e+00
1.2068e-06 1.2022e-06 9.9806e-01 9.9799e-01 9.9801e-01 9.9802e-01 0.0000e+00
1.2068e-06 1.2045e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00
1.2068e-06 1.2068e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00
1.4563e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.4563e-06 1.0038e-06 1.2382e-02 1.1420e-02 1.1687e-02 1.1790e-02 0.0000e+00
1.4563e-06 1.1292e-06 3.7842e-01 3.6402e-01 3.6797e-01 3.6945e-01 0.0000e+00
1.4563e-06 1.2091e-06 5.8684e-01 5.7075e-01 5.7514e-01 5.7678e-01 0.0000e+00
1.4563e-06 1.2655e-06 7.1828e-01 7.0394e-01 7.0785e-01 7.0929e-01 0.0000e+00
1.4563e-06 1.3095e-06 8.0933e-01 7.9781e-01 8.0094e-01 8.0210e-01 0.0000e+00
1.4563e-06 1.3396e-06 8.6542e-01 8.5633e-01 8.5880e-01 8.5970e-01 0.0000e+00
1.4563e-06 1.3653e-06 9.0780e-01 9.0103e-01 9.0286e-01 9.0354e-01 0.0000e+00
1.4563e-06 1.3862e-06 9.3822e-01 9.3337e-01 9.3468e-01 9.3516e-01 0.0000e+00
1.4563e-06 1.4021e-06 9.5861e-01 9.5521e-01 9.5613e-01 9.5646e-01 0.0000e+00
1.4563e-06 1.4128e-06 9.7093e-01 9.6846e-01 9.6913e-01 9.6937e-01 0.0000e+00
1.4563e-06 1.4235e-06 9.8173e-01 9.8012e-01 9.8056e-01 9.8072e-01 0.0000e+00
1.4563e-06 1.4344e-06 9.9065e-01 9.8980e-01 9.9003e-01 9.9011e-01 0.0000e+00
1.4563e-06 1.4399e-06 9.9454e-01 9.9403e-01 9.9417e-01 9.9422e-01 0.0000e+00
1.4563e-06 1.4453e-06 9.9773e-01 9.9752e-01 9.9757e-01 9.9760e-01 0.0000e+00
1.4563e-06 1.4508e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00
1.4563e-06 1.4563e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00
1.7575e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.7575e-06 1.0057e-06 1.0903e-02 9.4481e-03 9.8049e-03 9.9516e-03 0.0000e+00
1.7575e-06 1.2631e-06 4.5074e-01 4.2619e-01 4.3207e-01 4.3433e-01 0.0000e+00
1.7575e-06 1.3836e-06 6.3546e-01 6.0952e-01 6.1571e-01 6.1807e-01 0.0000e+00
1.7575e-06 1.4647e-06 7.4721e-01 7.2416e-01 7.2964e-01 7.3172e-01 0.0000e+00
