8.8000e-06 8.8000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
8.8000e-06 8.8000e-06 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 8.8000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 8.8128e-06 1.4224e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.0066e-06 2.1715e-01 2.0458e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.2717e-06 4.6581e-01 4.5616e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.4619e-06 6.2622e-01 6.1888e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.6140e-06 7.4095e-01 7.3553e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.7262e-06 8.1693e-01 8.1292e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.8255e-06 8.7633e-01 8.7351e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.8970e-06 9.1445e-01 9.1244e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.9546e-06 9.4165e-01 9.4025e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 9.9980e-06 9.5991e-01 9.5892e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 1.0042e-05 9.7560e-01 9.7499e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 1.0071e-05 9.8471e-01 9.8433e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 1.0100e-05 9.9220e-01 9.9200e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 1.0115e-05 9.9545e-01 9.9533e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 1.0129e-05 9.9811e-01 9.9806e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 1.0144e-05 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.0159e-05 1.0159e-05 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 8.8000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 8.8256e-06 1.2662e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 9.0066e-06 1.0084e-01 8.7886e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 9.7970e-06 4.4575e-01 4.3471e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.0262e-05 6.2846e-01 6.1959e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.0595e-05 7.4574e-01 7.3887e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.0844e-05 8.2433e-01 8.1913e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.1034e-05 8.7818e-01 8.7432e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.1195e-05 9.1846e-01 9.1573e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.1326e-05 9.4700e-01 9.4515e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.1425e-05 9.6586e-01 9.6463e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.1492e-05 9.7708e-01 9.7624e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
1.1727e-05 1.1558e-05 9.8666e-01 9.8616e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
