2.0500e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 1.0073e-06 8.1464e-03 8.8508e-03 8.7671e-03 8.7626e-03 8.7552e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 1.6492e-06 7.0969e-01 7.1023e-01 7.0976e-01 7.0979e-01 7.0979e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 1.7605e-06 8.1872e-01 8.1877e-01 8.1838e-01 8.1840e-01 8.1840e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 1.8387e-06 8.8646e-01 8.8623e-01 8.8594e-01 8.8596e-01 8.8597e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 1.8928e-06 9.2767e-01 9.2735e-01 9.2715e-01 9.2717e-01 9.2717e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 1.9345e-06 9.5523e-01 9.5493e-01 9.5480e-01 9.5481e-01 9.5481e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 1.9627e-06 9.7163e-01 9.7139e-01 9.7130e-01 9.7130e-01 9.7131e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 1.9914e-06 9.8537e-01 9.8522e-01 9.8517e-01 9.8518e-01 9.8518e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 2.0059e-06 9.9142e-01 9.9132e-01 9.9129e-01 9.9129e-01 9.9129e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 2.0205e-06 9.9642e-01 9.9637e-01 9.9636e-01 9.9636e-01 9.9636e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 2.0352e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.0500e-06 2.0500e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 1.0090e-06 6.7596e-03 7.2592e-03 7.1794e-03 7.1709e-03 7.1571e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 1.2411e-06 1.9802e-01 2.0649e-01 2.0495e-01 2.0484e-01 2.0461e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 1.9643e-06 7.6212e-01 7.5971e-01 7.5888e-01 7.5887e-01 7.5878e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.0920e-06 8.5069e-01 8.4738e-01 8.4678e-01 8.4677e-01 8.4671e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.1687e-06 8.9839e-01 8.9513e-01 8.9467e-01 8.9467e-01 8.9463e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.2281e-06 9.3128e-01 9.2844e-01 9.2811e-01 9.2811e-01 9.2808e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.2891e-06 9.5990e-01 9.5788e-01 9.5767e-01 9.5768e-01 9.5766e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.3307e-06 9.7651e-01 9.7515e-01 9.7503e-01 9.7503e-01 9.7502e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.3517e-06 9.8405e-01 9.8306e-01 9.8297e-01 9.8297e-01 9.8297e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.3730e-06 9.9066e-01 9.9003e-01 9.8998e-01 9.8998e-01 9.8997e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.3944e-06 9.9611e-01 9.9583e-01 9.9580e-01 9.9580e-01 9.9580e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.4161e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.4379e-06 2.4379e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 1.0108e-06 5.7763e-03 6.0008e-03 5.9222e-03 5.9097e-03 5.8888e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 1.2006e-06 1.1773e-01 1.1972e-01 1.1850e-01 1.1834e-01 1.1803e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 1.4569e-06 2.8424e-01 2.8357e-01 2.8129e-01 2.8103e-01 2.8049e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.3383e-06 8.0347e-01 7.8798e-01 7.8698e-01 7.8691e-01 7.8670e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.4675e-06 8.7095e-01 8.5559e-01 8.5483e-01 8.5479e-01 8.5464e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.5759e-06 9.1988e-01 9.0639e-01 9.0586e-01 9.0584e-01 9.0573e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.6603e-06 9.5234e-01 9.4126e-01 9.4091e-01 9.4090e-01 9.4083e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.7182e-06 9.7151e-01 9.6241e-01 9.6217e-01 9.6216e-01 9.6212e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.7773e-06 9.8736e-01 9.8044e-01 9.8031e-01 9.8031e-01 9.8029e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.8073e-06 9.9431e-01 9.8846e-01 9.8839e-01 9.8839e-01 9.8837e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.8376e-06 1.0000e+00 9.9516e-01 9.9513e-01 9.9513e-01 9.9512e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.8683e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
2.8993e-06 2.8993e-06 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 1.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4480e-06 1.0000e-06 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4480e-06 1.0126e-06 5.1313e-03 4.8884e-03 4.8133e-03 4.7974e-03 4.7696e-03 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4480e-06 1.1765e-06 7.8823e-02 7.3775e-02 7.2825e-02 7.2640e-02 7.2296e-02 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4480e-06 1.3841e-06 1.8214e-01 1.6783e-01 1.6596e-01 1.6563e-01 1.6496e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4480e-06 1.6489e-06 3.2752e-01 2.9569e-01 2.9300e-01 2.9256e-01 2.9162e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4480e-06 2.7189e-06 8.4973e-01 7.7874e-01 7.7752e-01 7.7739e-01 7.7700e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
3.4480e-06 2.8584e-06 9.0984e-01 8.3761e-01 8.3663e-01 8.3653e-01 8.3622e-01 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
