1.0000000e+01	3.6165314e-14
1.0481000e+01	3.4337740e-14
1.0985000e+01	3.2610237e-14
1.1514000e+01	3.0972557e-14
1.2068000e+01	2.9420783e-14
1.2649000e+01	2.7945513e-14
1.3257000e+01	2.6543980e-14
1.3895000e+01	2.5208524e-14
1.4564000e+01	2.3939174e-14
1.5264000e+01	2.2740083e-14
1.5999000e+01	2.1611131e-14
1.6768000e+01	2.0561941e-14
1.7575000e+01	1.9595018e-14
1.8421000e+01	1.8715883e-14
1.9307000e+01	1.7926577e-14
2.0236000e+01	1.7223306e-14
2.1209000e+01	1.6599558e-14
2.2230000e+01	1.6043023e-14
2.3299000e+01	1.5541152e-14
2.4420000e+01	1.5078316e-14
2.5596000e+01	1.4640282e-14
2.6827000e+01	1.4215641e-14
2.8118000e+01	1.3793420e-14
2.9471000e+01	1.3365861e-14
3.0888000e+01	1.2927070e-14
3.2375000e+01	1.2471904e-14
3.3932000e+01	1.1999654e-14
3.5565000e+01	1.1511301e-14
3.7276000e+01	1.1013127e-14
3.9069000e+01	1.0514434e-14
4.0949000e+01	1.0026117e-14
4.2919000e+01	9.5587557e-15
4.4984000e+01	9.1190912e-15
4.7149000e+01	8.7094566e-15
4.9417000e+01	8.3288360e-15
5.1795000e+01	7.9739158e-15
5.4287000e+01	7.6424477e-15
5.6899000e+01	7.3333614e-15
5.9636000e+01	7.0465972e-15
6.2506000e+01	6.7813405e-15
6.5513000e+01	6.5357785e-15
6.8665000e+01	6.3064591e-15
7.1969000e+01	6.0895849e-15
7.5431000e+01	5.8817076e-15
7.9060000e+01	5.6798193e-15
8.2864000e+01	5.4818298e-15
8.6851000e+01	5.2869920e-15
9.1030000e+01	5.0961943e-15
9.5410000e+01	4.9116168e-15
1.0000000e+02	4.7354621e-15
1.0481100e+02	4.5686394e-15
1.0985400e+02	4.4105419e-15
1.1514000e+02	4.2594958e-15
1.2067900e+02	4.1133846e-15
1.2648600e+02	3.9701264e-15
1.3257100e+02	3.8289168e-15
1.3895000e+02	3.6906603e-15
1.4563500e+02	3.5574820e-15
1.5264200e+02	3.4307338e-15
1.5998600e+02	3.3102375e-15
1.6768300e+02	3.1951854e-15
1.7575100e+02	3.0851389e-15
1.8420700e+02	2.9797538e-15
1.9307000e+02	2.8781478e-15
2.0235900e+02	2.7794101e-15
2.1209500e+02	2.6833289e-15
2.2230000e+02	2.5902903e-15
2.3299500e+02	2.5006412e-15
2.4420500e+02	2.4142640e-15
2.5595500e+02	2.3307220e-15
2.6827000e+02	2.2496996e-15
2.8117700e+02	2.1712223e-15
2.9470500e+02	2.0953999e-15
3.0888400e+02	2.0222132e-15
3.2374600e+02	1.9514714e-15
3.3932200e+02	1.8828752e-15
3.5564800e+02	1.8162945e-15
3.7275900e+02	1.7517584e-15
3.9069400e+02	1.6892307e-15
4.0949200e+02	1.6286898e-15
4.2919300e+02	1.5700418e-15
4.4984300e+02	1.5132342e-15
4.7148700e+02	1.4582554e-15
4.9417100e+02	1.4050358e-15
5.1794700e+02	1.3535167e-15
5.4286800e+02	1.3035959e-15
5.6898700e+02	1.2551615e-15
5.9636200e+02	1.2082627e-15
6.2505500e+02	1.1629016e-15
6.5512900e+02	1.1190065e-15
6.8664900e+02	1.0765745e-15
7.1968600e+02	1.0355082e-15
7.5431200e+02	9.9578756e-16
7.9060400e+02	9.5738831e-16
8.2864300e+02	9.2024136e-16
8.6851100e+02	8.8433384e-16
9.1029800e+02	8.4965914e-16
9.5409500e+02	8.1619276e-16
1.0000000e+03	7.8387963e-16
1.0481100e+03	7.5268159e-16
1.0985400e+03	7.2258243e-16
1.1514000e+03	6.9354144e-16
1.2067900e+03	6.6554368e-16
1.2648600e+03	6.3855795e-16
1.3257100e+03	6.1255999e-16
1.3895000e+03	5.8750580e-16
1.4563500e+03	5.6338190e-16
1.5264200e+03	5.4015374e-16
1.5998600e+03	5.1779785e-16
1.6768300e+03	4.9628881e-16
1.7575100e+03	4.7559601e-16
1.8420700e+03	4.5569550e-16
1.9307000e+03	4.3656259e-16
2.0235900e+03	4.1817251e-16
2.1209500e+03	4.0050335e-16
2.2230000e+03	3.8353009e-16
2.3299500e+03	3.6723269e-16
2.4420500e+03	3.5158593e-16
2.5595500e+03	3.3656742e-16
2.6827000e+03	3.2215664e-16
2.8117700e+03	3.0833165e-16
2.9470500e+03	2.9506992e-16
3.0888400e+03	2.8235273e-16
3.2374600e+03	2.7016096e-16
3.3932200e+03	2.5847625e-16
3.5564800e+03	2.4727771e-16
3.7275900e+03	2.3654801e-16
3.9069400e+03	2.2626912e-16
4.0949200e+03	2.1642320e-16
4.2919300e+03	2.0699367e-16
4.4984300e+03	1.9796307e-16
4.7148700e+03	1.8931591e-16
4.9417100e+03	1.8103848e-16
5.1794700e+03	1.7311586e-16
5.4286800e+03	1.6553330e-16
5.6898700e+03	1.5827779e-16
5.9636200e+03	1.5133653e-16
6.2505500e+03	1.4469671e-16
6.5512900e+03	1.3834606e-16
6.8664900e+03	1.3227274e-16
7.1968600e+03	1.2646442e-16
7.5431200e+03	1.2091028e-16
7.9060400e+03	1.1559995e-16
8.2864300e+03	1.1052326e-16
8.6851100e+03	1.0567078e-16
9.1029800e+03	1.0103258e-16
9.5409500e+03	9.6599590e-17
1.0000000e+04	9.2362914e-17
1.0481100e+04	8.8314389e-17
1.0985400e+04	8.4445427e-17
1.1514000e+04	8.0748343e-17
1.2067900e+04	7.7216291e-17
1.2648600e+04	7.3840876e-17
1.3257100e+04	7.0617078e-17
1.3895000e+04	6.7536982e-17
1.4563500e+04	6.4595551e-17
1.5264200e+04	6.1785726e-17
1.5998600e+04	5.9102166e-17
1.6768300e+04	5.6539183e-17
1.7575100e+04	5.4090828e-17
1.8420700e+04	5.1752452e-17
1.9307000e+04	4.9519620e-17
2.0235900e+04	4.7387973e-17
2.1209500e+04	4.5352538e-17
2.2230000e+04	4.3408868e-17
2.3299500e+04	4.1553458e-17
2.4420500e+04	3.9782038e-17
2.5595500e+04	3.8090749e-17
2.6827000e+04	3.6476176e-17
2.8117700e+04	3.4934879e-17
2.9470500e+04	3.3463692e-17
3.0888400e+04	3.2059655e-17
3.2374600e+04	3.0719452e-17
3.3932200e+04	2.9440246e-17
3.5564800e+04	2.8219300e-17
3.7275900e+04	2.7054115e-17
3.9069400e+04	2.5942190e-17
4.0949200e+04	2.4881154e-17
4.2919300e+04	2.3868627e-17
4.4984300e+04	2.2902281e-17
4.7148700e+04	2.1980141e-17
4.9417100e+04	2.1100326e-17
5.1794700e+04	2.0260794e-17
5.4286800e+04	1.9459672e-17
5.6898700e+04	1.8695344e-17
5.9636200e+04	1.7966109e-17
6.2505500e+04	1.7270279e-17
6.5512900e+04	1.6606442e-17
6.8664900e+04	1.5973084e-17
7.1968600e+04	1.5368742e-17
7.5431200e+04	1.4792308e-17
7.9060400e+04	1.4242317e-17
8.2864300e+04	1.3717775e-17
8.6851100e+04	1.3217473e-17
9.1029800e+04	1.2740351e-17
9.5409500e+04	1.2285509e-17
1.0000000e+05	1.1851881e-17
1.0481100e+05	1.1438669e-17
1.0985400e+05	1.1044931e-17
1.1514000e+05	1.0669806e-17
1.2067900e+05	1.0312452e-17
1.2648600e+05	9.9718701e-18
1.3257100e+05	9.6473047e-18
1.3895000e+05	9.3377094e-18
1.4563500e+05	9.0423899e-18
1.5264200e+05	8.7604792e-18
1.5998600e+05	8.4913331e-18
1.6768300e+05	8.2344380e-18
1.7575100e+05	7.9892885e-18
1.8420700e+05	7.7555904e-18
1.9307000e+05	7.5330232e-18
2.0235900e+05	7.3212509e-18
2.1209500e+05	7.1198969e-18
2.2230000e+05	6.9285421e-18
2.3299500e+05	6.7467232e-18
2.4420500e+05	6.5740040e-18
2.5595500e+05	6.4100420e-18
2.6827000e+05	6.2545552e-18
2.8117700e+05	6.1072353e-18
2.9470500e+05	5.9676632e-18
3.0888400e+05	5.8353167e-18
3.2374600e+05	5.7094848e-18
3.3932200e+05	5.5895252e-18
3.5564800e+05	5.4749733e-18
3.7275900e+05	5.3656347e-18
3.9069400e+05	5.2614919e-18
4.0949200e+05	5.1626963e-18
4.2919300e+05	5.0693016e-18
4.4984300e+05	4.9810994e-18
4.7148700e+05	4.8976455e-18
4.9417100e+05	4.8183765e-18
5.1794700e+05	4.7430631e-18
5.4286800e+05	4.6719259e-18
5.6898700e+05	4.6051322e-18
5.9636200e+05	4.5426360e-18
6.2505500e+05	4.4830155e-18
6.5512900e+05	4.4269115e-18
6.8664900e+05	4.3740015e-18
7.1968600e+05	4.3234385e-18
7.5431200e+05	4.2749220e-18
7.9060400e+05	4.2304895e-18
8.2864300e+05	4.1875703e-18
8.6851100e+05	4.1485354e-18
9.1029800e+05	4.1108722e-18
9.5409500e+05	4.0737294e-18
1.0000000e+06	4.0395628e-18
